gene,MF.score
RHAG,7.38829071591871e-5
TCEA1,1.79286299056603e-5
SLC25A38,1.77351976819585e-5
TRIM10,1.216741660352e-5
HNMT,8.10055114779044e-5
CD8BP,2.48001698817858e-7
FCGR1C,7.37239758177018e-6
KCNN4,1.89243769991566e-4
MCM3AP,1.07243097924772e-5
FAIM3,1.5871716410866e-6
LILRA1,1.45943889983469e-6
LILRB3,9.79155839785941e-6
LILRB5,6.51877198023831e-7
HMHB1,5.95452116826905e-8
PTMS,8.66278070656623e-7
LILRA4,2.26185236399533e-7
TNFRSF17,6.55284433114951e-7
CD300C,1.72635081360541e-6
IL31,5.54181224373343e-7
LAIR1,4.92984894817432e-7
LILRA6,1.74767536394669e-7
VSTM1,6.0735556862299e-7
BTNL8,2.26185236399533e-7
CD300LD,2.99419398822722e-7
LILRA2,1.07267461265291e-6
LILRA3,1.10458504319203e-6
LILRB4,1.01956878931726e-5
CD300LF,2.48001698817858e-7
FCAMR,2.48001698817858e-7
OTUB1,1.66106000785391e-4
FCRL4,4.92984894817432e-7
NUDCD1,4.60209596248036e-7
SIT1,3.54008364578987e-6
MMP7,2.36193993587528e-4
ICOS,6.61833872981012e-5
TSPAN2,7.31283401605151e-5
GAB3,4.84424248507548e-6
OCSTAMP,1.50038836772138e-4
GLO1,8.73196597560658e-5
GAB2,6.04515176102586e-5
IL25,9.30995787453575e-5
JAGN1,8.12568987378397e-5
PRTN3,3.15649196225109e-5
RASGRP4,2.38547203080558e-5
SH2B3,8.3436747362283e-6
ADD2,3.89314056515782e-5
CIAPIN1,1.55558552461455e-5
AHSP,2.34437817956291e-5
CRIP2,1.43365063740686e-6
TAZ,8.51302686650472e-5
TTC7A,4.16345733830069e-6
GLRX5,1.22991608014145e-5
RTKN2,9.57217365581308e-7
KIRREL3,7.68992911103786e-7
ROGDI,1.22432401740282e-6
ZNF160,1.66326829190103e-6
CD248,1.71597941477807e-5
TLX1,6.02328952976897e-6
PCID2,4.83127830640789e-5
PNMA1,4.8958467347114e-6
LY86,1.58358668738781e-5
BST1,6.02108730690152e-5
PDCD1,1.77692564737819e-5
IFI35,3.69265088719546e-6
XAF1,8.17849688231703e-6
MT2A,7.12714851215727e-5
FCGR1B,3.03551356474578e-5
AQP4,1.43702351646305e-4
SEC61A1,2.54764296334761e-5
CALCOCO2,1.98412803721329e-6
KYNU,3.8251285067928e-4
NUB1,9.80052998090457e-6
LILRA5,5.61329682435113e-7
SIGLEC16,8.18097404395516e-7
TBKBP1,3.03959561733288e-7
IPO7,1.20761455641923e-5
SIRPB1,9.74895396860202e-7
NRG2,5.61665394804108e-6
DEFB4A,2.72379231236369e-6
FGF16,1.47043937704552e-4
FGF17,3.50327389404016e-5
PHLPP1,9.54645986796636e-6
TRIM13,4.32694604254767e-5
VNN1,7.47273009275233e-5
NCR2,1.84190511751263e-6
IGHE,2.11765707421349e-6
FGF5,1.47131337791417e-5
KLRC2,2.06977032136952e-6
BTC,2.45752957650785e-5
KIR2DS2,9.63696759687497e-7
KIR2DS4,5.55939801308731e-7
CAPZA2,2.9797586018575e-5
GZMM,4.52907109008451e-6
CAPZA1,3.60529222658085e-5
ART1,2.34989553353723e-5
CRISP3,5.18732741023273e-6
BPIFB3,5.47179987118264e-7
DEFB131,1.38081097580056e-6
PPP3R1,7.42667369701382e-5
SIGLEC14,8.18097404395516e-7
TRIM26,1.54018370735452e-5
KLRD1,1.75989344388478e-6
PDE1C,3.21800933653269e-5
TRIM14,7.21368104377942e-6
KIR2DS5,7.49074953728795e-5
KIR2DS1,9.63696759687497e-7
AGER,1.81241306125173e-5
DEFB135,1.38081097580056e-6
DEFB116,1.38081097580056e-6
DEFB115,1.38081097580056e-6
CD300E,6.34563844858302e-7
DEFB134,1.38081097580056e-6
DEFB121,1.40641563494724e-6
TRIM8,2.20948885916561e-5
C6orf57,8.09445281458068e-7
TNFAIP8L2,6.03522655317927e-6
SIGLEC15,2.96393699310506e-5
DEFB132,1.38081097580056e-6
DEFB128,1.38081097580056e-6
LRRC33,3.27561508397913e-6
KLB,2.16383754079885e-5
CLEC10A,9.11805574205843e-7
DEFB106A,1.38081097580056e-6
DEFB125,1.38081097580056e-6
DEFB123,1.38081097580056e-6
DEFB119,1.38081097580056e-6
DEFB124,1.38081097580056e-6
DEFB108B,1.38081097580056e-6
DEFB104A,1.38081097580056e-6
CLEC4C,6.09365521167003e-7
NRG4,5.55566999761421e-6
CLEC4D,6.09365521167003e-7
TANK,2.30489067501096e-6
CASP10,7.79507465052533e-5
KLRG1,2.08457453177934e-6
MAPKAP1,3.5893099891256e-5
SIKE1,4.84560238295548e-7
TRIM62,1.37703729655966e-5
DEFB126,3.40071787285026e-5
TRIM31,1.61232386075838e-5
FGF23,1.95177594857706e-4
DEFB129,1.38081097580056e-6
DEFB127,1.38081097580056e-6
CLEC4M,9.85019931872164e-5
FGF22,1.08246645810029e-5
CD209,8.08083829799275e-5
FGF20,2.37098240082793e-5
MSRB1,9.31881458777907e-5
KL,8.67720879020395e-5
MID2,3.70697714247558e-5
CLEC4A,1.30710151318462e-6
TRIM35,9.88801785302548e-6
IL32,8.26352655451361e-7
FCGRT,1.51833057439252e-4
ADAMDEC1,2.37085548286914e-6
AQP9,2.69032117625469e-4
LY75,1.32608560435567e-6
FCGR3B,7.97667694032056e-6
CST7,5.42010936742493e-6
IL18RAP,6.73114326848957e-7
IGSF6,8.22342925167421e-7
S1PR4,3.73183268216432e-5
IGHD,1.60421880154176e-6
TRGV3,5.33425082088432e-6
TRGC2,7.99979565796353e-7
CD1A,6.90952119355522e-5
CYP11B1,1.72167597634425e-4
IGLL1,3.86741758919095e-7
FCAR,2.1148806697123e-5
IL1R2,3.67765064154182e-5
IL2RG,2.16604070656635e-4
FCGR2B,8.09697771855304e-6
FCGR2C,7.82428621113108e-6
CEACAM8,1.02866492255418e-6
VIPR1,2.09924919716417e-5
CD96,7.27579398261276e-7
KIR2DL1,7.54108532824504e-5
KIR2DL3,1.25654908488094e-6
KIR3DL1,4.77486661181563e-5
CD97,2.9222417831705e-6
TNFSF10,2.39353127924579e-5
ARHGDIB,2.98394130442312e-5
CTSW,8.86435872797285e-7
RGS1,9.84076709533843e-6
IK,8.96090693676205e-7
MADCAM1,8.98172093944178e-5
IL16,1.38886285735706e-5
CHI3L2,4.78380878113706e-5
DPP8,8.27361814489177e-6
CLNK,3.61475132806671e-6
PKHD1L1,4.98737249459754e-7
GPR65,2.98089749606666e-5
SECTM1,2.78973477658654e-6
IL37,5.75609563727095e-6
KAAG1,1.81325650558804e-7
PROCR,4.849629025234e-6
PRELID1,1.02404733658745e-4
GPSM3,6.08294454101217e-6
CTSE,1.31496343276949e-5
KLC1,6.03650551509349e-5
DYNLL2,7.66488726190484e-5
KLC2,7.21503719208426e-5
DCTN4,2.93990621440701e-5
ERAP2,2.16076322452153e-5
PDIA3,6.10923202065647e-5
SEC61G,2.667368468178e-5
SEC61A2,6.60190296598656e-6
CD5,8.2268786788296e-6
BTLA,3.69395422068932e-5
CSF3R,1.43469581131927e-5
HRH1,1.00975779381517e-4
PODXL2,8.79556314168967e-6
GPR15,6.96632836072e-6
SLC16A3,5.4915782145955e-5
DOK2,1.3656194738269e-5
SLC16A8,5.3902455286764e-5
MMP1,1.35970127939891e-5
PROC,2.47212121966771e-5
SLC3A2,1.74919591112687e-4
CD48,2.63753094127659e-6
MAG,2.82214238793519e-5
JAM2,5.17093184335742e-6
SIRPA,2.48299029115423e-6
SLC7A5,1.84211073289735e-5
GRB7,1.97040327519672e-5
CD177,2.09384244502592e-6
SLC7A6,9.41107506454819e-6
ESAM,5.18897844354684e-6
CD244,2.28287860949368e-6
SLC7A10,1.39323414182012e-4
SIRPG,6.19181072035071e-6
SLC7A8,3.53272179279569e-5
CD84,3.0977616841358e-6
SLC7A7,8.06376821856592e-6
F11R,2.71713560096624e-5
NUPR1,2.53257531606616e-5
SAA4,7.61435611382083e-6
SAA2,7.61435611382083e-6
ORM1,3.40046216527858e-6
ORM2,3.34904446527372e-6
REG3A,4.30161509093138e-5
ITIH4,1.12187911561554e-5
CD163,6.98501287888067e-6
MRGPRX1,3.18133886389832e-6
IL22,3.1803902861021e-5
MZB1,1.84692027433356e-4
IL13RA1,2.05297681383746e-4
OSMR,6.68817645312961e-5
MMP28,5.11981551020264e-5
GCSAM,4.16262424273766e-5
NFKBID,5.10030664864602e-5
TSPAN6,4.52200346772062e-5
TRAFD1,4.02376203222695e-6
AMBP,1.51040094270758e-4
FCRLB,1.24845090044212e-6
FCRL5,4.57650549119333e-5
PHPT1,1.5108600803233e-4
ZBTB46,1.13493903855446e-4
GPR68,6.87671669959012e-5
INPP4B,1.07312109989671e-4
KLF13,1.35827342616587e-5
TMEM176A,2.11502576842029e-5
TMEM176B,2.21682482239635e-5
PLA2G7,2.31178733154183e-4
SNX4,1.21647525004394e-4
TESPA1,6.0087082352341e-5
DHPS,1.9027716196566e-4
FCER2,8.73709039069438e-5
MOG,7.88986500190919e-5
COCH,4.60973862609059e-6
CMTM3,2.32545763641206e-5
TMEM64,2.94642283610474e-5
SMAP1,2.41276861425074e-5
MTUS1,1.06643057140327e-5
MPP1,2.79196007144744e-5
PTPRE,2.62971819002298e-5
CLPTM1,5.86715009676718e-6
PRAM1,3.21838797819525e-5
PM20D1,5.92742864026097e-6
PARP9,8.41799557333479e-6
CD160,1.24086362298086e-5
KLRC1,1.10623869229045e-6
ICAM3,2.65827440938661e-6
CD200,5.53652307654411e-7
KIR2DL2,3.87293155204409e-7
KIR3DL2,1.48833831387239e-6
ICAM4,2.58718455145282e-6
GLYCAM1,3.45969423320343e-7
CD200R1,1.06609353422551e-6
KIR2DL4,1.86744369777531e-6
HCST,4.95838052469859e-6
FAM213A,3.87840346332701e-6
SENP1,6.43707255282696e-5
FAM3B,8.71508286724233e-6
GPR119,1.50535597230688e-5
NDUFAF2,2.61351691031466e-5
MIDN,4.85051052628706e-5
FAM3D,8.89969699493618e-6
SYTL4,3.38294715879179e-5
OXCT1,9.97209808995956e-5
FAM132A,4.48204576502759e-5
TMEM27,1.28129981514425e-4
MGEA5,2.8479465907991e-4
NNAT,2.54769731591867e-5
MCU,1.85443346224348e-4
ILDR1,3.70948485712056e-5
SYT9,1.72345812338402e-5
SLC25A5,1.25272799043871e-4
SLC2A2,9.26285351188226e-5
CHRM3,8.86379808929009e-5
AKAP5,3.43097568858809e-5
PCSK1,1.42565135683602e-5
MTNR1B,2.21145116347419e-5
SPCS3,3.33216144826009e-5
SEC11A,1.58800476621044e-5
KCNB1,3.92114395169257e-5
SPCS2,3.33216144826009e-5
SLC24A6,1.16370527509778e-4
KCNS3,1.64634172192615e-5
SEC11C,1.57124466246774e-5
G6PC2,5.87412332432045e-5
CACNA2D2,3.21037044998899e-5
KCNG2,1.54510674903378e-5
SPCS1,3.72832253598703e-5
FAIM2,3.79992416513573e-5
MLYCD,3.32027272501699e-4
RNLS,1.01228172079494e-4
PANX2,3.36232369464995e-5
PERP,2.5786773986326e-5
PGAP1,6.31958068452569e-5
MLLT3,3.75819560028875e-5
TSHZ1,1.74453702376031e-5
LRP5L,2.44036437874086e-5
GREM2,1.12824242955875e-4
SP8,6.38706408739726e-6
DISP1,1.38245281390932e-4
ARMC4,3.17069071627619e-5
PKD1L1,6.67555593879022e-5
SRD5A1,8.38072769848594e-5
LHB,3.20927286066141e-5
LHCGR,2.71897950479962e-4
SRD5A2,1.37508668494392e-4
MAMLD1,3.76364976623678e-6
ANKRD7,2.90432366685134e-6
RNF38,6.85147526401458e-6
BOK,3.93704316706411e-5
DACH2,3.02355974796462e-6
HSD17B3,5.27388272053579e-5
DNAJC19,8.96548957454362e-6
FZD2,9.17570893124491e-5
CPE,5.39672285413748e-5
TNNT2,1.34581753043447e-4
TNNI1,3.06035235680889e-5
XIRP2,1.66593608271022e-5
HTR1D,6.42002028942573e-5
RAP1GDS1,6.00252504262258e-5
HTR7,1.74606332373026e-5
SMTN,4.449285845798e-6
TNNT1,1.28231124634023e-4
CCDC78,3.97694717393274e-5
TNNC2,2.64071142481842e-5
TNNT3,9.76170758130017e-5
TNNI2,4.0683612131636e-5
CHRND,5.11961302216368e-5
RCSD1,2.20866056871967e-5
STAC3,2.14190893501093e-5
JSRP1,1.88963178358667e-5
MYL1,1.9371168980177e-5
RYR3,1.40629246267999e-4
SMPX,2.1203868768904e-5
DTNA,7.7898358338298e-6
TPM2,3.15647364555541e-5
MYL6B,2.39333234525291e-5
DES,2.03832184334725e-5
NEB,2.57898414079767e-5
TMOD1,2.61406631010476e-5
MYBPC1,1.65477169692751e-5
ACTN3,2.47799438498757e-5
MYBPC2,1.14719284225463e-5
CALD1,2.85772717062531e-5
SGCA,2.20265719753654e-5
NDUFS6,2.81155562020194e-5
CHRNG,1.79876980241808e-5
LMOD1,1.63319782652268e-5
SLC6A8,1.73506674647517e-4
MYOM1,3.72410072051101e-5
MYOM2,1.16183109064305e-5
CHRNE,2.16134481012279e-5
CACNG1,1.72697679496871e-5
LMOD3,1.61525765947303e-5
ASPH,2.90852716185395e-4
FLII,3.0506476394045e-6
SNTB1,6.22785973678052e-6
KCNJ12,1.65710534085743e-5
SSPN,5.60138409725441e-6
SLMAP,1.01973658386448e-5
LMOD2,1.62967405841515e-5
TRIM63,9.42385103204377e-5
KCNIP2,9.40253926244381e-5
TMOD3,1.62967405841515e-5
TMOD4,1.62967405841515e-5
TMOD2,2.324436517565e-5
MYOT,1.02991100389786e-5
KDM4A,6.35049234997274e-5
CAMTA2,2.85152625980505e-5
INPP5F,9.51754926485359e-5
MRVI1,5.34068636792625e-5
GSTM2,2.10752518701768e-4
SGCG,2.53303922502013e-5
SGCD,2.52789745501965e-5
SGCZ,2.8889128230874e-5
FGFBP3,2.47246585588285e-5
KEL,6.26331188887087e-6
NTS,6.55155469778512e-6
KCNK6,3.32529437178588e-5
PLCB3,1.10671892626052e-5
GUCA2B,8.72628106266315e-5
CHGA,2.98183058199742e-6
GNB3,1.39502317747586e-5
TAC4,3.63270172255263e-5
NISCH,1.0780161594907e-4
TBC1D8,1.12436285804377e-5
EPB41,3.18307159811473e-5
XPNPEP3,1.50174471157908e-5
ECEL1,8.17213946221613e-6
AQP7,8.89124705522108e-5
KCNK5,7.2801647383256e-6
SCNN1A,3.45500035875811e-5
SCTR,5.82808260243343e-5
SCNN1B,2.88426792354368e-5
SCNN1G,2.88426792354368e-5
AQP6,1.68311722454981e-4
SLC22A18,1.70621027139416e-5
AMN,2.97734581104293e-5
CLDN16,1.73968766709476e-5
SCT,3.09878367205636e-5
CEL,2.31110566986174e-4
CHRM1,7.94107080476056e-5
NPC1L1,4.18260499621451e-5
SLC5A1,6.80403298154516e-5
ACO1,8.58030429488499e-5
MOGAT2,5.49570938024977e-5
RSC1A1,1.06188804367897e-5
OR56A5,1.85847099720932e-6
OR5H15,1.85847099720932e-6
OR1N1,5.35124989286663e-6
OR10C1,1.85847099720932e-6
OR4F15,1.85847099720932e-6
OR8H2,1.85847099720932e-6
OR8I2,1.85847099720932e-6
OR1N2,1.85847099720932e-6
OR8H1,1.85847099720932e-6
OR4C3,1.85847099720932e-6
OR3A1,1.85847099720932e-6
OR4Q2,1.85847099720932e-6
OR52Z1,1.85847099720932e-6
OR2M5,1.85847099720932e-6
OR2A25,5.35124989286663e-6
OR6C74,1.85847099720932e-6
OR14I1,1.85847099720932e-6
OR6C68,1.85847099720932e-6
OR5K3,1.85847099720932e-6
OR6C6,1.85847099720932e-6
OR2W5,1.85847099720932e-6
OR51F1,1.85847099720932e-6
OR2T8,1.85847099720932e-6
OR4C46,1.85847099720932e-6
OR5H14,1.85847099720932e-6
OR6C70,1.85847099720932e-6
OR6C65,1.85847099720932e-6
OR5H1,1.85847099720932e-6
OR6C75,1.85847099720932e-6
OR5B21,1.85847099720932e-6
OR2AG2,1.85847099720932e-6
OR6C76,1.85847099720932e-6
OR5K4,1.85847099720932e-6
OR52A4,1.85847099720932e-6
OR4C45,1.85847099720932e-6
OR2AT4,1.85847099720932e-6
OR11H12,1.85847099720932e-6
OR5AP2,1.85847099720932e-6
OR4N2,1.85847099720932e-6
OR52E6,1.85847099720932e-6
OR52I1,1.85847099720932e-6
OR7A17,1.85847099720932e-6
OR1F1,1.85847099720932e-6
OR2T1,1.85847099720932e-6
OR10H2,1.85847099720932e-6
OR10H3,1.85847099720932e-6
OR7C2,1.85847099720932e-6
OR1I1,1.85847099720932e-6
OR2B3,1.85847099720932e-6
OR2J3,1.85847099720932e-6
OR2J2,1.85847099720932e-6
OR7A10,1.85847099720932e-6
OR2F2,1.85847099720932e-6
OR6B1,1.85847099720932e-6
OR4F21,1.85847099720932e-6
OR5F1,1.85847099720932e-6
OR6A2,1.85847099720932e-6
OR2C1,2.16815633424901e-6
OR4A8P,1.85847099720932e-6
OR5AL1,1.85847099720932e-6
OR5G3,1.85847099720932e-6
OR5AC1,1.85847099720932e-6
OR10J4,1.85847099720932e-6
OR4E1,1.85847099720932e-6
OR8U8,1.85847099720932e-6
OR8U9,1.85847099720932e-6
OR9G9,1.85847099720932e-6
OR2T7,1.85847099720932e-6
OR1E1,1.85847099720932e-6
OR3A4P,1.85847099720932e-6
OR1D4,1.97341244965446e-6
OR1E2,1.97341244965446e-6
OR3A3,1.85847099720932e-6
OR1G1,1.85847099720932e-6
OR3A2,1.97341244965446e-6
OR1D5,1.85847099720932e-6
OR2B6,1.85847099720932e-6
OR4D2,1.85847099720932e-6
OR10A3,1.85847099720932e-6
OR12D2,1.85847099720932e-6
OR2B8P,1.85847099720932e-6
OR5I1,1.85847099720932e-6
OR2F1,1.85847099720932e-6
OR1Q1,1.85847099720932e-6
OR8G2,1.85847099720932e-6
OR4D1,1.85847099720932e-6
OR8G1,1.85847099720932e-6
OR1C1,1.85847099720932e-6
OR8B8,1.85847099720932e-6
OR7A5,1.85847099720932e-6
OR2B11,1.85847099720932e-6
OR10J3,1.85847099720932e-6
OR2G6,1.85847099720932e-6
OR5M10,1.85847099720932e-6
OR4C11,1.85847099720932e-6
OR4F16,1.85847099720932e-6
OR2T5,1.85847099720932e-6
OR2T2,1.85847099720932e-6
OR2A2,5.35124989286663e-6
OR52W1,1.85847099720932e-6
OR4A47,1.85847099720932e-6
OR10K2,1.85847099720932e-6
OR52E8,1.85847099720932e-6
OR6B2,1.85847099720932e-6
OR7E24,1.85847099720932e-6
OR2W3,1.85847099720932e-6
OR4N5,1.85847099720932e-6
OR4N4,1.85847099720932e-6
OR5AS1,1.85847099720932e-6
OR8H3,1.85847099720932e-6
OR6V1,1.85847099720932e-6
OR2L13,1.8842840380675e-6
OR2C3,1.85847099720932e-6
OR5T1,1.85847099720932e-6
OR2T33,1.85847099720932e-6
OR2T12,1.85847099720932e-6
OR8G5,1.85847099720932e-6
OR2L5,1.85847099720932e-6
OR2M7,1.85847099720932e-6
OR2M3,1.85847099720932e-6
OR2AK2,1.85847099720932e-6
OR2L3,1.85847099720932e-6
OR13H1,1.85847099720932e-6
OR11H1,1.85847099720932e-6
OR7G3,1.85847099720932e-6
OR2Z1,1.85847099720932e-6
OR7D4,1.85847099720932e-6
OR7G2,1.85847099720932e-6
OR7G1,1.85847099720932e-6
OR1M1,1.85847099720932e-6
OR7A2P,1.85847099720932e-6
OR10H4,1.85847099720932e-6
OR10H5,1.85847099720932e-6
OR4F17,1.85847099720932e-6
OR4C5,1.85847099720932e-6
OR4S1,1.85847099720932e-6
OR4M2,1.85847099720932e-6
OR4F6,1.85847099720932e-6
OR5AU1,1.85847099720932e-6
OR11G2,1.85847099720932e-6
OR4E2,1.85847099720932e-6
OR10G2,1.85847099720932e-6
OR10G3,1.85847099720932e-6
OR6J1,1.85847099720932e-6
OR4K17,1.85847099720932e-6
OR11H6,1.85847099720932e-6
OR11H7,1.85847099720932e-6
OR11H4,1.85847099720932e-6
OR4M1,1.85847099720932e-6
OR4K2,1.85847099720932e-6
OR4K5,1.85847099720932e-6
OR4K1,1.85847099720932e-6
OR4K14,1.85847099720932e-6
OR10AD1,1.85847099720932e-6
OR6C4,1.85847099720932e-6
OR2AP1,1.85847099720932e-6
OR10P1,1.85847099720932e-6
OR10A7,1.85847099720932e-6
OR9K2,1.85847099720932e-6
OR4D9,1.85847099720932e-6
OR9Q2,1.85847099720932e-6
OR52B6,1.85847099720932e-6
OR52R1,1.85847099720932e-6
OR51D1,1.85847099720932e-6
OR10W1,1.85847099720932e-6
OR5B17,1.85847099720932e-6
OR4B1,1.85847099720932e-6
OR4X2,1.85847099720932e-6
OR8J3,1.85847099720932e-6
OR8J2,1.78523683478613e-6
OR5T2,1.85847099720932e-6
OR5T3,1.85847099720932e-6
OR8K1,1.85847099720932e-6
OR8B12,1.85847099720932e-6
OR8B3,1.85847099720932e-6
OR2D3,1.85847099720932e-6
OR56A1,1.85847099720932e-6
OR52L2P,1.85847099720932e-6
OR52L1,1.85847099720932e-6
OR56A4,1.85847099720932e-6
OR52E4,1.85847099720932e-6
OR52N2,1.85847099720932e-6
OR56B2P,1.85847099720932e-6
OR52N4,1.85847099720932e-6
OR56B1,1.85847099720932e-6
OR4D11,1.85847099720932e-6
OR4D10,1.85847099720932e-6
OR10V1,1.85847099720932e-6
OR5AN1,1.85847099720932e-6
OR5A2,1.85847099720932e-6
OR5A1,1.85847099720932e-6
OR4D6,1.85847099720932e-6
OR52H1,1.85847099720932e-6
OR52E1,1.85847099720932e-6
OR52E2,1.85847099720932e-6
OR51L1,1.85847099720932e-6
OR51A4,1.85847099720932e-6
OR51A2,1.85847099720932e-6
OR51S1,1.85847099720932e-6
OR51T1,1.85847099720932e-6
OR51G2,1.85847099720932e-6
OR51G1,1.85847099720932e-6
OR52B4,2.10191173010225e-6
OR52K2,1.85847099720932e-6
OR52K1,1.85847099720932e-6
OR52M1,1.85847099720932e-6
OR5D16,1.85847099720932e-6
OR5L2,1.85847099720932e-6
OR5D18,1.85847099720932e-6
OR5L1,1.85847099720932e-6
OR5D14,1.85847099720932e-6
OR5D13,1.85847099720932e-6
OR4A15,1.85847099720932e-6
OR4P4,1.85847099720932e-6
OR4C16,1.85847099720932e-6
OR4C15,1.85847099720932e-6
OR6M1,1.85847099720932e-6
OR8D4,1.85847099720932e-6
OR4D5,1.85847099720932e-6
OR6T1,1.85847099720932e-6
OR10S1,1.85847099720932e-6
OR10G4,1.85847099720932e-6
OR10G9,1.85847099720932e-6
OR10G8,1.85847099720932e-6
OR10G7,1.85847099720932e-6
OR10D4P,1.85847099720932e-6
OR4A4P,1.85847099720932e-6
OR4C13,1.85847099720932e-6
OR8J1,1.85847099720932e-6
OR5M9,1.85847099720932e-6
OR5M3,1.85847099720932e-6
OR5M8,1.85847099720932e-6
OR5M1,1.85847099720932e-6
OR5AR1,1.85847099720932e-6
OR9G4,1.85847099720932e-6
OR6Q1,1.85847099720932e-6
OR1S2,1.85847099720932e-6
OR10Q1,1.85847099720932e-6
OR9Q1,1.85847099720932e-6
OR9I1,1.85847099720932e-6
OR13A1,1.85847099720932e-6
OR1L6,1.85847099720932e-6
OR1K1,1.85847099720932e-6
OR5C1,1.85847099720932e-6
OR1L4,1.85847099720932e-6
OR1B1,1.85847099720932e-6
OR1L8,1.85847099720932e-6
OR1J4,1.85847099720932e-6
OR1J2,1.85847099720932e-6
OR1J1,1.85847099720932e-6
OR13F1,1.85847099720932e-6
OR13C4,1.85847099720932e-6
OR13C3,1.85847099720932e-6
OR13C8,1.85847099720932e-6
OR13C5,1.85847099720932e-6
OR13C2,1.85847099720932e-6
OR13C9,1.85847099720932e-6
OR2K2,1.85847099720932e-6
OR13J1,1.85847099720932e-6
OR9A2,1.85847099720932e-6
OR2A12,1.85847099720932e-6
OR2A1,1.85847099720932e-6
OR9A1P,1.85847099720932e-6
OR9A4,1.85847099720932e-6
OR2I1P,1.85847099720932e-6
OR2Y1,1.85847099720932e-6
OR13D1,1.85847099720932e-6
OR5H6,1.85847099720932e-6
OR5H2,1.85847099720932e-6
OR6B3,1.85847099720932e-6
OR6K6,1.85847099720932e-6
OR11L1,2.05203649320403e-6
OR2T34,1.85847099720932e-6
OR2T35,1.85847099720932e-6
OR10T2,1.85847099720932e-6
OR10K1,1.85847099720932e-6
OR10R2,1.85847099720932e-6
OR6Y1,1.85847099720932e-6
OR6P1,1.85847099720932e-6
OR10X1,1.85847099720932e-6
OR10Z1,1.85847099720932e-6
OR6K2,1.85847099720932e-6
OR6K3,1.85847099720932e-6
OR6N1,1.85847099720932e-6
OR6N2,1.85847099720932e-6
OR10J6P,1.85847099720932e-6
OR2L8,1.85847099720932e-6
OR2AJ1,1.85847099720932e-6
OR14K1,1.85847099720932e-6
OR13G1,1.85847099720932e-6
OR2G3,1.85847099720932e-6
OR2G2,1.85847099720932e-6
OR6F1,1.85847099720932e-6
OR2T10,1.85847099720932e-6
OR2T4,1.85847099720932e-6
OR2T11,1.85847099720932e-6
OR2T29,1.85847099720932e-6
OR2T3,1.85847099720932e-6
OR2T27,1.85847099720932e-6
OR4Q3,1.85847099720932e-6
OR1P1,1.85847099720932e-6
OR11H2,1.85847099720932e-6
OR10AC1P,1.85847099720932e-6
OR8S1,1.85847099720932e-6
OR8U1,1.85847099720932e-6
OR2L2,1.85847099720932e-6
OR5J2,1.85847099720932e-6
OR10AG1,1.85847099720932e-6
OR4F5,1.85847099720932e-6
OR6S1,1.85847099720932e-6
OR4K15,1.85847099720932e-6
OR4K13,1.85847099720932e-6
OR4L1,1.85847099720932e-6
OR5B3,1.85847099720932e-6
OR4X1,1.85847099720932e-6
OR8K5,1.85847099720932e-6
OR8K3,1.85847099720932e-6
OR52N1,1.85847099720932e-6
OR56A3,1.85847099720932e-6
OR52E5,1.85847099720932e-6
OR52N5,1.85847099720932e-6
OR52P1P,1.85847099720932e-6
OR51Q1,1.85847099720932e-6
OR52J3,1.85847099720932e-6
OR51F2,1.85847099720932e-6
OR51H1P,1.85847099720932e-6
OR51A7,1.85847099720932e-6
OR52I2,1.85847099720932e-6
OR5W2,1.85847099720932e-6
OR4A16,1.85847099720932e-6
OR4C6,1.85847099720932e-6
OR4S2,1.85847099720932e-6
OR10A6,1.85847099720932e-6
OR56B4,1.85847099720932e-6
OR6X1,1.85847099720932e-6
OR10D3,1.85847099720932e-6
OR10G6,1.85847099720932e-6
OR4A5,1.85847099720932e-6
OR5R1,1.85847099720932e-6
OR9G1,1.85847099720932e-6
OR5AK3P,1.85847099720932e-6
OR5AK2,1.85847099720932e-6
OR1S1,1.85847099720932e-6
OR1L3,1.85847099720932e-6
OR1L1,1.85847099720932e-6
OR2AE1,1.85847099720932e-6
OR2W6P,1.85847099720932e-6
OR1F12,1.85847099720932e-6
OR2V1,1.85847099720932e-6
OR5K1,1.85847099720932e-6
OR5K2,1.85847099720932e-6
OR10J5,1.85847099720932e-6
OR14A16,1.85847099720932e-6
OR14L1P,1.85847099720932e-6
OR14C36,1.85847099720932e-6
OR2T6,1.85847099720932e-6
OR51E1,1.85847099720932e-6
OR8D1,1.85847099720932e-6
OR5P2,1.85847099720932e-6
OR5P3,1.85847099720932e-6
OR1E3,1.85847099720932e-6
OR5B12,1.85847099720932e-6
OR5B2,1.85847099720932e-6
OR2M4,1.85847099720932e-6
OR2M2,1.85847099720932e-6
OR2V2,1.85847099720932e-6
OR2A7,5.35124989286663e-6
OR2A14,1.85847099720932e-6
OR2A5,1.85847099720932e-6
OR14A2,1.85847099720932e-6
OR4C12,1.85847099720932e-6
OR4F4,1.85847099720932e-6
OR4K3,1.85847099720932e-6
OR1F2P,1.85847099720932e-6
OR7D2,2.11372495464307e-6
OR5M11,1.85847099720932e-6
OR8B4,1.85847099720932e-6
OR8B2,1.85847099720932e-6
OR6C1,1.85847099720932e-6
OR52B2,1.85847099720932e-6
OR2B2,1.85847099720932e-6
