gene,MF.score
ABCB11,2.3194390579133e-4
MOCS3,5.37223417816503e-4
NADK,4.44286446963342e-5
ACSL3,1.93674229423889e-4
PGK1,5.56088274214366e-5
ATP1A1,3.05331782695876e-4
PRKCG,1.86507005524864e-4
PCCB,1.45171514305988e-4
FYN,1.31761572559864e-4
CKM,2.4524350538179e-4
PYGL,1.43850431806225e-4
PGK2,5.79807109396458e-5
EPRS,1.49386633168547e-4
LYN,6.64807821866656e-4
PFKM,1.07245269348953e-4
ASNS,2.27824722479246e-4
MET,2.23178827573847e-4
PDGFRB,9.28767955799289e-4
FGR,1.2385418710663e-4
SGK110,1.49022963543036e-6
ACSM4,7.42757951238151e-5
SLFN14,5.9383046985229e-7
ARAF,8.63215654757601e-6
HSPA5,2.30912605805059e-4
BCR,1.39736125970645e-4
MYH1,1.77722256492072e-5
XRCC6,2.15054848624995e-4
XRCC5,2.11526660230012e-4
GTF2F2,5.20259026952393e-5
INSRR,1.07666346035043e-4
PKM,5.32121426221233e-5
IDE,2.31155549113429e-4
GLUL,2.55804345855383e-4
EPB42,3.44595409420056e-5
FER,2.99252700318839e-4
HSPA6,5.40530919808785e-5
PRKCA,4.40634872185753e-4
SYN1,1.48419334103807e-5
CTPS1,1.07102216824965e-4
PFKL,1.3350727489938e-4
EIF2AK2,6.0013048996918e-4
PRPS1L1,5.19580546942665e-5
ABCB4,7.03103640804145e-5
TAF1,1.03376281277327e-4
EPHA1,4.84411290280594e-5
UBA1,3.33036543390089e-5
ENPP1,2.62360918989684e-4
JAK1,7.20343785157287e-5
ATP2B4,0.00136691100423848
ITPKA,7.48857142967519e-5
DDX6,3.65222678629652e-5
TARS,4.63040558173926e-5
SMARCA1,1.30563586250734e-4
EPHA2,2.78810510015613e-4
EPHA8,4.97058641427817e-5
ATP5D,8.67361703361364e-5
PEBP1,1.40699410124813e-5
PKLR,8.80923288640262e-5
GK,1.2088885908924e-4
GRK4,4.97376856558125e-5
ACSL1,9.6352602668319e-5
KIF5B,1.03128845725069e-4
HSPA4,5.36761017420962e-5
GRK5,2.57197777211659e-5
RFC2,6.22644426496822e-5
TIE1,1.81307050524378e-5
ADRBK2,4.34073054838113e-5
BMPR1A,3.77921588968967e-4
TGFBR2,5.78042664315679e-4
RFC5,6.22190170124423e-5
UBA7,8.99055533450855e-5
CSK,1.363219453641e-4
GARS,2.19868353408082e-4
ACTR1B,1.1765127900386e-5
PIK3CA,2.50348224715343e-4
ABL2,4.07639274839809e-5
FRK,8.75120546311375e-6
HELZ,1.67064658336907e-6
ZAP70,1.900467711313e-4
P2RY1,3.04519901016282e-4
KCNJ1,1.4538202393034e-4
PIP4K2A,4.60196192788617e-5
GSS,9.93474401774219e-5
HSPA13,1.02827692157548e-6
PIK3CG,3.310234874133e-4
HSPA7,3.10772835963869e-6
SARS,7.87120155794429e-5
DGKG,1.1346732267210401e-05
GSK3B,4.87969809968003e-4
STK19,1.68649701075073e-6
MTHFS,1.08377903027421e-4
GMPS,1.61472434570253e-4
ENTPD1,6.38137985200776e-5
KHK,1.03066908662126e-4
HLCS,4.42098038661379e-4
CDK9,1.14333482073896e-4
PAPOLA,1.87220283715447e-5
IDH3G,5.14385622432314e-5
P2RY4,1.36704906551568e-4
RENBP,1.57806613119735e-4
CLCN4,1.87643900024059e-5
CLCN6,2.0770057224109e-5
CLCN7,1.95839111191897e-5
BMX,1.65595140943741e-5
PRKX,3.47209587958958e-5
JAK3,4.55089617802887e-4
KIF11,6.67354665368901e-5
ACLY,1.78583327959818e-4
ATP12A,9.31001139211743e-5
EPHB3,8.31604517931435e-5
EPHB4,2.31075650080157e-5
ADK,3.2750424050181e-4
SIK1,1.22009724445141e-4
RIPK4,3.36290806917696e-6
NLRP6,2.0058455488086e-5
NLRP11,1.26939117097593e-5
NLRP12,2.72196961204433e-4
UBE2G2,1.93880690850799e-5
PRPS1,1.22077852335016e-4
UBE2M,1.03153126624681e-4
UBE2K,2.01352943314075e-5
UBE2G1,1.62400620977854e-5
UBE2H,1.04943744786835e-5
ACTA2,1.12569470933176e-4
ACTG2,2.14580564157077e-6
ACTC1,1.12394564340665e-4
ACTA1,9.56222726059941e-5
PIP4K2B,3.79802063796153e-5
KCNJ10,2.65393195440727e-4
ATP8B2,2.74226527221753e-5
CDK5,3.85266349570372e-4
HNRNPU,3.41296173123612e-5
CACNA1B,2.96754206402523e-5
ROR1,7.18471208844152e-6
TAP1,2.25265931389838e-4
PRKCD,7.03521300953834e-4
RNASEL,2.04666314871015e-5
FPGS,1.96941227108227e-4
BTK,1.03212981118695e-4
DHX9,5.31867573169478e-5
ADCY2,7.47123018954353e-5
ITK,6.1683044083194e-5
ACSM2A,4.07268291164081e-5
TWF1,9.89065660021474e-5
CETN1,3.36982135374549e-5
PRKAA1,5.8725116387526e-4
G3BP1,2.47907898065819e-5
ILK,1.7673271208329e-4
TNK1,1.30048276926249e-5
PEX6,5.49327877208559e-5
DYRK1A,4.19930390264476e-5
ACVR2B,1.5387134486156e-4
BMPR2,3.89640704638162e-4
PTK6,6.64214041881137e-5
DHX34,7.94456814252547e-5
WRN,1.97250619148273e-4
FASTK,5.74489859490145e-5
GK3P,5.98735301994532e-5
GK2,6.00411312368802e-5
HSP90AA2,1.91259157298007e-6
BMS1,4.78177798987317e-6
NWD1,5.9383046985229e-7
PDK1,1.0592149501545e-4
PDK2,8.50788021863059e-5
PDK3,9.40302819320778e-5
PMVK,1.28559281926403e-4
STK38,1.89468082188039e-5
EPHA7,6.91324003749414e-5
OASL,3.22208995146297e-5
MYLK,1.10032248234002e-4
GRK1,1.06420068827259e-4
ATP6AP1,1.03554703676164e-4
NTRK2,2.54887184711313e-4
PDK4,6.71001222297628e-5
ATP2B3,2.25628846489103e-5
DGKD,2.56011690690342e-5
GUK1,4.90623903091534e-4
DDR2,1.70812874831998e-4
DGUOK,2.24195969817867e-4
HKDC1,6.26270754208706e-5
P2RX2,4.39753308712481e-4
MYLK3,1.13273041707926e-4
PGS1,9.15902670156504e-5
SLFNL1,5.9383046985229e-7
NADKD1,4.21184258990452e-5
ACSF3,1.21236138948035e-4
AASDH,5.61879087972995e-6
CBWD6,5.9383046985229e-7
ATP13A5,1.09558021407432e-5
ABCA11P,5.5551040426096e-6
PKDCC,5.54017607599464e-5
SBK1,1.63513677253444e-6
ACSM3,2.17520739550458e-5
AGK,1.08195225589311e-4
ACTBL2,1.09132364994504e-6
PAN3,8.5427812454192e-5
HSP90B2P,1.57411893988128e-6
HSP90AB4P,1.71902607698536e-6
HSP90AB3P,1.91259157298007e-6
HSP90AB2P,1.91259157298007e-6
HSP90AA5P,1.71902607698536e-6
HSP90AA4P,1.71902607698536e-6
CMPK2,3.93025610759179e-4
CBWD3,5.9383046985229e-7
TOR2A,1.12495973287083e-5
DGKK,1.6661582048308e-5
ENTPD8,1.39599077657896e-5
CDK11A,8.40719153997611e-6
CBWD5,5.9383046985229e-7
NOL9,9.47330282549632e-5
DDX59,1.62000246462956e-6
ATAD3C,5.9383046985229e-7
IDNK,2.23570110707142e-4
MDN1,7.15411386059422e-6
KIF24,2.56515012519075e-5
ATAD3B,1.56081036908742e-6
PIP5KL1,1.68849739367685e-5
SUCLA2,1.86366170849237e-4
MAGI3,2.51699454510777e-5
AKD1,8.64356456792287e-4
TTBK1,6.75550811926627e-6
NTPCR,1.56327733370385e-5
DHX35,1.41091677084706e-5
ACSM2B,1.40909366131966e-5
SLFN13,7.12660561809553e-7
PDPK2,1.64698738490002e-6
CDC42BPG,4.71330730269693e-6
NADSYN1,8.29365834577619e-5
TWF2,1.50429175715348e-4
SLFN12L,7.09052794564269e-7
DHX57,1.18879396517992e-5
PKN3,8.59216747120263e-6
PPIP5K1,1.13660307756985e-4
MYO7B,3.73112586747943e-6
PAPD4,1.30978767371003e-4
ATAD2,7.21765682868158e-6
KCNT2,1.65607790383145e-5
DSTYK,1.82821333004699e-5
GK5,4.86835788613373e-5
UBE2R2,1.60542434497912e-5
PARS2,6.41822012107152e-5
DHX32,1.34968856147351e-5
ATPBD4,7.5685225615487e-5
NLRP9,7.38737606956366e-7
NLRC3,8.21583613631689e-6
ALPK2,1.82757797639257e-6
DDX53,7.51281329151229e-6
ADCK1,1.75147125954757e-6
ABCA12,1.58235296203118e-4
NLRX1,7.47263356964375e-5
N4BP2,7.15444895279383e-5
AACS,1.47546979771057e-4
PIM3,2.44153384144295e-5
NLRP13,5.9383046985229e-7
NLRP10,1.16930769988965e-4
NLRP8,2.04995014931e-6
NLRC5,9.122395201671e-5
IQCA1,5.9383046985229e-7
DGKH,1.20351825132671e-5
DDX42,9.55754671761955e-6
VRK2,2.5973847434397e-5
SGK223,3.70121663053905e-6
MYLK4,1.7458431118874e-6
CBWD2,5.9383046985229e-7
DNAH10,9.6857867839904e-6
NAV2,6.81774020145732e-5
GLYCTK,5.58720592942936e-5
CARKD,6.25939321704074e-5
RIMKLA,2.88758707101558e-5
SMC5,2.18183059044042e-4
DDX60,5.56913925578601e-5
NIM1,1.81481963869346e-6
SUPV3L1,4.9713903109993e-4
SLFN12,5.9383046985229e-7
SCYL3,2.58972245005153e-6
CDK20,5.66321701111118e-6
ABCA6,5.72363180923564e-6
PDIK1L,1.82757797639257e-6
MYO1H,2.92173935341491e-6
STK40,1.84936981219093e-5
UBE2J2,1.62214572829332e-5
ASCC3,4.43091840992509e-5
KIF2B,3.06736728952135e-5
CSNK1A1L,4.92535862914735e-6
DDX51,9.65584386132021e-6
ATAD1,3.7416086526679e-5
DYNC2H1,5.43173428327668e-5
C9orf96,1.36425839718348e-6
HIPK4,7.61816428149839e-6
TRPV1,5.98375535181125e-5
ACVR1C,2.01249610029481e-4
CSNK2A3,3.65622546499329e-6
FLAD1,3.67567693145373e-4
ADCY4,4.74672184078907e-5
IPMK,1.70516584236785e-4
HELB,1.05763121520806e-4
TTL,6.2576872836376e-5
ADCK3,2.1598102081106e-5
BBS10,2.1644739896818e-5
UHMK1,3.91019624309283e-5
NUBPL,1.99140081382854e-5
PIP4K2C,2.74553667664462e-5
PI4K2B,2.47132197212565e-5
CERK,5.21048013835517e-5
TRPM4,3.88025875632392e-5
DNAH3,2.13604440932991e-5
STK35,1.92087750297874e-6
PANK1,5.47759912813912e-5
DNAH5,3.7419309827774e-5
DQX1,1.34353137151107e-5
GRK7,3.28204172276221e-5
UBE2Q2,4.77230705344082e-6
DNAJA4,1.71402687847972e-5
DNAH7,2.77297876385436e-5
ACOT12,3.02418397370897e-5
IP6K1,6.73544439109102e-5
HSPH1,5.59146052167017e-5
DHX38,2.24904651083918e-5
KIAA0232,5.9383046985229e-7
DDX12P,1.30115422254241e-5
ABCC2,1.26726859991983e-4
UPF1,7.28588028377309e-5
ATP2A3,3.74056240205579e-5
RFK,3.131288023199e-4
UBE2F,2.54569240547896e-5
UBE2E3,8.65241006770099e-6
KIFC2,9.78909529952529e-6
UBE2W,2.92526128115493e-5
ACSF2,1.74738160446778e-6
ITPKC,1.81538960150349e-5
KTI12,5.9383046985229e-7
MMAB,9.17895465869104e-5
MARS2,3.70346292432347e-5
ABCC11,4.48212817765879e-5
MYO15B,2.70467354950891e-6
PBK,2.15393804432158e-5
KIF16B,4.92302724842804e-5
ALPK3,2.11482439672587e-6
UBE2E2,4.71327469434162e-5
LRGUK,1.29324788585068e-6
AK8,4.06841806007558e-5
HSPA12B,5.9383046985229e-7
NLRP4,2.97013123790652e-6
NLRP3,2.67080139320483e-4
IP6K3,1.31071398286271e-4
LMTK3,5.00579000444261e-6
CDK15,5.04242251059967e-6
KIF20B,3.04713911718853e-5
ALPK1,1.49022963543036e-6
PSKH2,1.49022963543036e-6
MAGI1,9.95250738694658e-6
PASK,4.90695355637008e-5
TP53RK,7.40104344893325e-5
WRNIP1,2.34521916116382e-5
SMC6,2.33931354505234e-5
CCT8L2,1.29928002365205e-5
PNKP,1.74811661253323e-4
NMNAT3,5.75803129185242e-5
YME1L1,8.49895726852604e-6
PIK3R4,1.95986986184646e-4
PIP5K1A,8.61495438630266e-5
EIF2AK1,2.07001010776676e-4
RIOK1,1.49022963543036e-6
CBWD1,5.9383046985229e-7
PI4K2A,6.97971421830514e-4
FICD,1.13263755460437e-4
RIOK2,1.49022963543036e-6
PAPOLG,1.6237464061739e-5
TRPM6,9.63772482032631e-6
PINK1,5.80216526473088e-4
STK31,3.22280089663785e-6
HELZ2,5.08768709957338e-6
SRXN1,5.74939425176855e-5
IFIH1,7.86296316384403e-5
POTEKP,3.41325946264773e-6
UCK2,1.64343686957978e-4
DCLK3,1.698395354349e-6
UBE2O,1.45002325681661e-5
DNAH6,2.59128508500131e-5
ACTR3C,1.10783869410367e-6
UBA5,7.57526674575122e-5
NUAK2,7.54620413504559e-6
NAT10,3.47005080984064e-6
SIK2,7.81790054292069e-6
QRSL1,6.69387147176439e-5
MYLK2,7.54560574506428e-5
ABCG8,1.41266656812179e-4
SLK,4.03636253509857e-6
SRMS,8.38986352466506e-6
HIPK3,2.68174108971745e-5
RBKS,1.35676661480678e-4
SGK196,1.29682768183768e-5
ACSS3,3.00514381327916e-5
PEAK1,8.27138992974454e-6
UBE2Z,6.56454354630859e-6
IPPK,1.19825760286667e-4
ACTR8,1.55981534503949e-5
NMNAT1,5.75482395895995e-5
TRPV4,3.14058490705168e-4
ETNK1,2.45681129947873e-5
MCCC2,8.82658575934884e-5
MOV10,4.78505953030341e-5
CSNK1G1,4.19216505181732e-6
ATP13A1,1.14638608855923e-5
UBE2T,4.9035268189737e-5
NMRK2,4.91826216203533e-5
NLRC4,1.27081865910858e-4
PAK6,3.9135846066704e-6
GPHN,2.4831046251947e-4
ACSS2,2.07163709752299e-4
DYRK4,4.10755702155104e-6
DDX21,1.67102205254124e-5
SPHK2,1.78492266821505e-4
CTPS2,1.00894681320285e-4
PAPOLB,1.92024343144025e-5
ABCB10,1.33999984443677e-5
FARSB,3.43102386181813e-5
IARS2,6.11124028480864e-5
ABCC13,8.79106082185881e-6
ACSS1,2.07347541476287e-4
DDX28,4.73807973028368e-6
ABCF3,6.940295800003e-6
ETNK2,2.71584331289714e-5
MTPAP,1.35783361110457e-4
NMRK1,4.91707530920764e-5
UCKL1,1.5919162235671e-4
TOR4A,9.37948448089759e-6
DDX43,1.15027312796755e-5
SPHK1,2.5369871459873e-4
NDUFA13,7.29221446120807e-5
ACTR3B,1.31195152135342e-6
DNAH2,2.59128508500131e-5
PAK7,9.11727910324626e-6
CHD7,9.56698070403524e-5
DNAH1,2.80225803834209e-5
KIF17,2.12017892118657e-5
STARD9,1.67437202537153e-5
SPAST,1.00212987576416e-4
STK17A,1.59667143311155e-5
STK39,1.19097182130097e-4
PRKAG3,3.99992816111022e-5
PRKAG2,1.5113191344779e-4
WARS2,6.57316915328845e-5
IP6K2,7.68076151326532e-5
SHPK,1.38871401032855e-4
BAZ1B,9.70688172953204e-5
NAGK,1.74644599225571e-4
RPS6KA6,3.20641328171216e-5
TLK1,1.29706108622478e-5
ACSL6,1.59724398032398e-4
ACSL5,4.09611073365075e-5
ATAD2B,4.40701324407663e-6
RIMKLB,8.32207432714296e-5
ABCG2,9.31004314325106e-5
TTF2,1.32869441444704e-5
ICK,2.43242938274955e-5
SCN8A,4.90279887361232e-5
GNE,1.74377462996123e-4
CHKB,6.57510795905736e-5
MYH15,6.40172107192789e-6
DDX52,1.85904580011358e-6
THRAP3,5.09219235315575e-5
UBE2D4,4.29158223397307e-5
UBE2J1,1.81910776406509e-5
C22orf28,1.45274551228784e-4
RIPK3,2.41248517587752e-4
ENTPD2,6.04836226136884e-5
IRAK3,2.14284639163245e-4
DYNC1LI1,5.15138578941445e-5
CSNK1G3,4.19216505181732e-6
HSPE1-MOB4,1.14350344585691e-6
FPGT-TNNI3K,1.36425839718348e-6
CYB5R3,5.11438707643036e-5
APRT,3.15378941143306e-4
FBP1,1.27173992843199e-4
RAPGEF4,4.28068032301452e-5
PDE4D,3.94907407431989e-4
HCN1,7.60972250158834e-5
RAPGEF3,1.61171649819751e-4
PRKAR2A,8.03320187724196e-5
PDE4A,3.59931700088226e-5
PRKAR1B,7.36137967136362e-5
PDE4B,1.77030967603423e-4
BVES,1.11826602254195e-4
POPDC2,7.9625877450859e-5
HCN3,2.09516921301304e-5
HCN2,6.00837425892784e-5
HCN4,6.43153716925882e-5
ME1,1.4205245152107e-4
IMPDH1,6.38871599114442e-5
CLCN1,2.63399592723496e-5
CLCN2,4.78638238342747e-5
CLCNKA,1.78647361526972e-5
CLCNKB,1.78647361526972e-5
CNNM4,2.23321938884864e-6
CNNM3,6.04656296064529e-7
CNNM2,1.37914025997862e-5
CNNM1,5.92787767787553e-7
FAM114A2,2.69059275165322e-7
DCTPP1,1.39879727052391e-4
UGP2,2.53968276264953e-4
NT5C,5.98589311663019e-5
CNP,1.08669047664632e-4
FKBP1B,3.67008401073014e-4
TYW1,1.04580119752397e-5
TYW1B,1.01087652906792e-5
NDUFV1,2.8192317991741998e-05
NOS1,3.44212241188659e-4
POR,6.08801040255748e-4
PNPO,2.35699782931197e-4
DHODH,1.95908181432489e-4
CREG1,6.98741567617207e-6
NOS2,2.20420397383849e-4
HAO2,1.3590208004052e-4
CREG2,4.92932847216003e-6
NDOR1,5.8291710234522e-5
HAO1,3.70797154362957e-4
AIFM1,7.81336296766463e-5
AGPS,1.38588420915229e-4
PRODH,1.12702900841876e-4
MICAL2,1.26537560118075e-4
DAO,4.30593179002707e-4
MICAL3,2.3869451670918e-5
MICAL1,5.9174657468191e-5
TXNRD1,3.65381954399741e-5
IVD,8.8249630744129e-5
D2HGDH,8.98495752906469e-5
FMO6P,1.47651266062964e-5
ACADM,1.89579283032666e-4
ACOX2,1.32065104915982e-4
CHDH,1.6434182483111e-4
TXNRD2,2.88594713746568e-5
ACAD9,1.96828828065709e-5
ACAD11,1.23600433934927e-4
MTO1,1.58622402583018e-4
GSR,9.6362991110003e-5
SQLE,6.53259119286398e-5
FMO5,1.47651266062964e-5
ACAD8,3.59792906061017e-5
DUS4L,3.34975959037608e-5
DUS1L,3.34975959037608e-5
ACAD10,6.66274391619477e-6
COQ6,2.88032500444595e-5
ACADSB,1.45656429770485e-5
ETFA,4.64214907157684e-6
ACADVL,8.48012771143546e-5
DUS3L,3.36383250640901e-5
KMO,2.33333718804545e-4
ACOX3,6.62112629545072e-5
CYBB,5.28054223869079e-5
MAOB,1.72256290932034e-4
FMO4,1.84540617421183e-5
FMO3,7.25430020433531e-5
XDH,4.5875252883719e-4
PPOX,1.55030822021581e-4
GFER,4.13686880345877e-5
FMO1,4.57209931334088e-5
AOX1,1.52226186435036e-4
DPYD,4.82557966941679e-4
ETFDH,1.6643363251908e-4
CYB5R4,6.70538994616524e-5
LDHD,1.30362928556444e-4
FOXRED2,5.95416102427539e-6
AIFM3,9.2129836502732e-6
NOX5,1.02592955590001e-4
FMO2,6.15128484581815e-5
AIFM2,6.78335775997436e-5
DUS2L,4.03749757554966e-5
GMDS,1.99041922997997e-4
CBR3,1.12512581316876e-4
HMGCR,2.52137074120642e-4
QDPR,1.97915793994284e-4
FDXR,2.67297350779381e-4
FASN,7.04014527345686e-4
CRYZ,6.32538723636942e-5
DECR1,3.96308686290865e-5
TP53I3,3.31754148347357e-5
CBR4,1.05502685526671e-4
GRHPR,1.89821557631642e-4
ASPDH,1.54951379181959e-4
IDH1,1.23820259355456e-4
DHFRL1,2.92516998165588e-4
G6PD,2.48355969289207e-4
NNT,1.80437964374712e-4
PGD,1.37601949861591e-4
GAPDHS,6.927333243232e-5
H6PD,1.37491093833984e-4
CRYZL1,2.02972644251138e-5
CAT,1.35613472439105e-4
GAPDH,2.08925179502442e-4
SPR,2.07274320556396e-4
DUOX1,7.49546019657967e-5
MIOX,1.37782119655778e-4
NOX1,3.28276397355903e-4
SIRT3,5.6835259245833e-5
HADH,3.27759617265481e-5
SIRT4,7.19805978999251e-5
ALDH1A3,2.03436330371522e-4
SIRT5,3.56174202213825e-4
CRYL1,6.98807575465348e-5
CTBP2,2.78542168172232e-5
IDH3B,6.89352976691983e-5
LDHB,3.97569047252559e-5
MDH1,1.45974826834292e-4
GPD1L,1.95587277053689e-4
UGDH,1.21745097155785e-4
ME3,1.20796988726358e-4
IDH3A,3.99630258727036e-5
IDH2,1.00465268208816e-4
HIBADH,1.2810138673836e-4
GLYR1,4.70337168808002e-5
PHGDH,1.52285004732275e-4
NDUFS2,2.85841589656739e-5
ADH4,2.24510557757937e-4
GPD1,2.46806889545588e-4
ME2,7.32982139685271e-5
ALDH9A1,2.23438184690794e-4
HSD11B2,9.70378207647471e-5
SORD,5.51926447925024e-4
BDH2,2.23831512727337e-4
DEGS2,1.43506733864785e-4
POP4,1.61021878151793e-4
POP1,1.78475935093272e-4
ERI2,1.31255921525696e-5
PNPT1,6.99693177280989e-4
ERI3,6.61460862998887e-5
EXOSC9,1.31215733757363e-4
EXOSC2,5.0730478342403e-4
EXOSC7,2.36685097839925e-5
PAN2,5.28174022550242e-5
ERI1,1.1963312820399e-4
DIS3L,3.39463215641491e-5
ISG20,2.16625248292122e-4
USB1,9.27933315563636e-5
EXOSC4,6.94851224710804e-5
EXOSC5,3.50442717168338e-5
CNOT8,3.96069949174028e-5
CNOT7,9.73220510700537e-5
DIS3,6.96084556668589e-5
REXO2,1.60694531932979e-5
CNOT6L,7.219464958921e-5
PDE12,1.83816017528355e-5
CCRN4L,5.6402551868416e-5
CNOT6,1.24937530735757e-4
C1D,2.07923037212001e-5
MPHOSPH6,1.50161690175634e-5
EXOSC1,2.41083145446648e-5
CARHSP1,3.00402317886137e-5
EXOSC6,5.55102342152951e-5
EXOSC8,2.0310479221175e-5
AICDA,1.62893182500783e-4
GTF2H5,8.61066476840217e-5
TSPYL2,2.60112770707795e-5
RPTOR,1.97001860863853e-4
MAF1,2.3817759247338e-4
UBTF,4.79759613860602e-5
BAZ2A,2.46124256713517e-4
RRP8,7.06427039531635e-5
SMG8,3.032763795478e-6
CASC3,1.68959304706826e-5
CTIF,3.90818438511434e-6
RPLP1,1.76157296904625e-5
RPLP2,1.76157117745511e-5
RPLP0,1.91013729349694e-5
RPS2,2.24031184993598e-5
RPL7,2.2630619237427e-5
RPL17,1.6783456718889e-5
RPS4Y1,2.03394894694217e-5
RPS3,2.73403134299423e-4
RPS12,1.72061383043344e-5
RPL13,1.6967336445098e-5
RPL10,1.68535490841607e-5
RPL12,1.76782721528002e-5
RPL9,1.91047656101834e-5
RPL22,2.32191622732304e-5
RPL4,1.78632675090054e-5
RPL3,2.1922372581291e-5
RPL13A,1.47406471759278e-4
RPS27,1.76109003871129e-5
RPL35,1.74309779607819e-5
RPL27A,1.67697604667621e-5
RPL5,4.16854125104902e-5
RPL21,1.6955467916821e-5
RPL28,1.84068637681634e-5
RPS9,5.65541782163862e-5
RPS5,2.52800225509435e-5
RPS10,1.78844714422535e-5
RPL29,1.99310018923714e-5
RPL34,1.70605264919102e-5
RPL14,2.11835009663863e-5
EIF3E,3.15947742356566e-5
RPS20,2.10239385692161e-5
RPS3A,2.2407913127108e-5
RPL26,2.11716324381094e-5
RPL15,1.6962926284593e-5
MAGOH,2.23329415263781e-5
RPL27,1.7691238395162e-5
RPL37A,1.77268783935946e-5
RPL37,1.82144996037997e-5
RPS7,3.07865966895146e-5
RPS8,2.44912808367514e-5
RPS15A,1.83526075214535e-5
RPS16,2.10221176234087e-5
RPS23,1.74155828109472e-5
RPS18,2.07493964282047e-5
RPS29,1.81037988043151e-5
RPS13,2.28390484888447e-5
RPS11,2.03792671776689e-5
RPL7A,2.88730094824724e-5
ETF1,5.41159712518881e-5
RPS4X,2.39766756981405e-5
RPL23,3.51534113831385e-5
RPS26,2.21107184623642e-5
RPS28,2.02700684562856e-5
FAU,3.03181293708505e-5
RPL30,1.7703106923439e-5
RPL39,2.98191911550291e-5
RPL31,1.76664036245233e-5
RPL10A,1.79620416443485e-5
RPL32,1.71166944332868e-5
RPL11,2.3245663443727e-5
RPL8,1.91554574601556e-5
RPL41,1.66953494761474e-5
RPS21,9.25631635796506e-5
RPL36A,2.03717914031668e-5
RPL19,1.76837979433015e-5
RPL18A,1.67578919384852e-5
RPL6,1.87302696743991e-5
EIF4G1,2.02885679453558e-5
RPL18,1.76331060933293e-5
NCBP1,8.26079370380662e-5
SMG6,3.15854315258636e-5
DCP2,4.3233024209985e-5
DCP1B,7.12481936159633e-6
SMG7,1.22950230797128e-5
RPL3L,1.6707200088513e-5
WIBG,9.64585255052193e-6
SMG9,2.43913075448128e-6
UPF2,1.31270746816559e-5
DCP1A,9.07172716178607e-6
PNRC2,1.13811035063427e-4
RPL26L1,1.49436349895889e-5
SMG5,1.20046981343025e-5
RPL36,1.6955467916821e-5
GADD45B,2.670271475337e-5
GADD45G,2.670271475337e-5
GRM5,1.59609263374626e-4
NGF,2.71542723381523e-4
PLCG1,8.88122292650249e-5
F2R,3.54428690702815e-4
ADORA1,5.72300514419188e-4
CRK,2.96814570948165e-5
GRM1,1.82757945331997e-4
ADAM9,1.6946591074148e-4
RAPGEF1,7.71607492324702e-5
CARTPT,2.34611834743008e-4
FRS2,2.10277747941622e-4
KISS1R,4.01908769301437e-5
KIDINS220,2.5366218182357e-5
LAMTOR2,2.8305416950645e-5
LPAR1,1.3209488069418e-4
HGF,2.09458226143092e-4
PXN,1.15443147775679e-4
LPAR2,4.57459377687438e-5
SHC2,9.26837176848208e-6
TLR4,6.73357242741494e-4
S1PR2,2.221582255524e-4
C5,1.95395047538983e-4
TGFA,4.30616831983652e-5
PLA2G1B,1.98567641694947e-4
THBS1,6.95413541485491e-4
FGF2,1.97618970865469e-4
GHR,2.4189871113302e-4
TDGF1,8.90214216220428e-5
NTF3,1.40201458782947e-4
FPR1,3.40453451016257e-5
C5AR1,3.11156770532477e-4
DRD4,4.16282312162162e-4
CHRNA7,8.86247168799764e-5
ITGA1,1.06645651200909e-4
PROK1,6.67173762190422e-6
CD81,1.83390909990934e-4
GNG3,2.99532315568961e-5
GRM4,1.10306325082037e-4
AVPI1,3.74279103916924e-6
CSPG4,5.66160670858084e-5
MUC20,2.57955360105852e-5
MADD,2.25934399957507e-5
C1QTNF2,4.91847721007904e-5
LPAR3,6.84031703368615e-5
ADAM8,6.61752039803999e-4
ADRA2A,5.71659686820749e-4
ADRA2C,2.35540536508575e-4
SPRED2,5.59010358573875e-5
DUSP18,1.94175566726414e-5
DUSP16,1.59202906890576e-4
SPRED1,5.94898292137611e-5
SPRED3,7.30362383723814e-6
DUSP14,1.92162035902501e-5
DUSP1,9.45337787017912e-5
RGS3,1.42656860681382e-5
RGS4,1.80669566343705e-5
DUSP2,4.00338338114997e-5
DUSP8,1.92764757069996e-5
DUSP5,2.33043511812463e-5
LAX1,2.84524195299902e-5
DUSP21,3.45837596166288e-5
UBOX5,1.01408997383719e-5
RNF180,3.96216184560258e-5
MARCH1,1.15968729173976e-5
G2E3,5.96648293419274e-6
RNF111,3.88099982486804e-5
FBXO22,2.87096663877496e-5
MGRN1,1.8769225222404e-5
SASH1,8.18624499308192e-5
UBR5,1.86703233910024e-4
ARIH2,1.43985055947841e-5
TPP2,3.3226145622954e-5
NPEPPS,7.2409362277982e-6
TRIM32,8.25822660867267e-5
PPIL2,1.86026922935904e-5
BIRC2,4.04046700969123e-4
BLMH,7.52629624343182e-6
UBE3C,4.49883999572743e-6
UBE2V2,7.54044087744939e-5
MARCH8,4.53356791765575e-6
LRSAM1,8.54815929942923e-5
NHLRC1,2.0148365010094e-5
HUWE1,9.57302673284469e-6
DZIP3,5.01540759967662e-6
ZNF738,2.23602409942308e-6
ZSWIM2,1.05937726571767e-5
RUSC1,6.48580533472482e-6
RNF41,9.31741977988229e-5
RNF167,2.02378510548408e-6
RC3H2,7.06812268554827e-5
SMURF1,5.07770438892742e-5
MARCH5,2.53388397394181e-5
